id,name,address,year,agency,amount
13460,Washington Heights Corner Project,"76 Wadsworth Avenue, Ground Floor New York, NY 10033",2011,DOHMH,86461.72
13461,Washington Heights Corner Project,"76 Wadsworth Avenue Manhattan, NY 10033",2012,DOHMH,75835.0
13462,"Globahood, Inc.","49 Ludlow Street New York, NY 10002",2011,DYCD,10000.0
13463,"Globahood, Inc.","220 5th Ave New York, NY 10001",2012,DYCD,10000.0
13464,"Globahood, Inc.","220 5th Ave 2Nd Floor New York, NY 10001-7708",2013,DYCD,10000.0
13465,"Globahood, Inc.","220 5th Ave 2Nd Floor New York, NY 10001-7708",2013,DYCD,7500.0
13466,"India Home, Inc.","242-08 Hillside Avenue Bellerose, NY 11004",2011,DFTA,5000.0
13467,"India Home, Inc.","242-08 Hillside Avenue Bellerose, NY 11004",2011,DFTA,10000.0
13468,"India Home, Inc.","69-55 260th place FLORAL PARK, NY 11004",2012,DFTA,8000.0
13469,"India Home, Inc.","69-55 260th place FLORAL PARK, NY 11004",2012,DFTA,5000.0
13470,"India Home, Inc.","69-55 260th place FLORAL PARK, NY 11004",2012,DFTA,10000.0
13471,"India Home, Inc.","69-55 260th place FLORAL PARK, NY 11004",2012,DFTA,3500.0
13472,"India Home, Inc.","69-55 260th place FLORAL PARK, NY 11004",2012,DFTA,3500.0
13473,"India Home, Inc.","6955 260th Place Floral Park, NY 11004",2013,DFTA,8000.0
13474,"India Home, Inc.","6955 260th Place Floral Park, NY 11004",2013,DFTA,5000.0
13475,"India Home, Inc.","6955 260th Place Floral Park, NY 11004",2013,DFTA,3500.0
13476,"India Home, Inc.","6955 260th Place Floral Park, NY 11004",2013,DFTA,17857.0
13477,"India Home, Inc.","6955 260th Place Floral Park, NY 11004",2013,DFTA,3500.0
13478,"India Home, Inc.","6955 260th Place Floral Park, NY 11004",2013,DFTA,3500.0
13479,"Youths International, Inc.","96-04 57th Avenue Corona, NY 11368-3416",2012,DYCD,0.0
13480,Truck's Roundball Classic,"171 Van Buren Street Staten Island, NY 10301",2012,DYCD,5000.0
13481,Congrega Di Maria Ss Addolorata,"1448 65 Street Brooklyn, NY 11219",2013,DYCD,3000.0
13482,Field of Dreams Sports Club,"1446 Myrtle Avenue, Box 200 Brooklyn, NY 11237",2011,DYCD,12000.0
13483,Field of Dreams Sports Club,"PO box 210-604 Brooklyn, NY 11221",2012,DYCD,0.0
13484,"Nicole Paultre Bell When It's Real, It's Forever Fund, Inc., The","191 Beach 27th Street Far Rockaway, NY 11691",2011,DYCD,3500.0
13485,"Nicole Paultre Bell When It's Real, It's Forever Fund, Inc., The","191 Beach 27th Street, Apt# 1 Far Rockaway, NY 11691",2011,DYCD,3500.0
13486,"Nicole Paultre Bell When It's Real, It's Forever Fund, Inc., The","191 Beach 27th Street Far Rockaway, NY 11691",2011,DYCD,14000.0
13487,"Nicole Paultre Bell When It's Real, It's Forever Fund, Inc., The","191 Beach 27th Street Far Rockaway, NY 11691",2012,DYCD,3500.0
13488,"Nicole Paultre Bell When It's Real, It's Forever Fund, Inc., The","191 Beach 27th Street Far Rockaway, NY 11691",2012,DYCD,6500.0
13489,"Nicole Paultre Bell When It's Real, It's Forever Fund, Inc., The","191 Beach 27th Street Far Rockaway, NY 11691",2012,DYCD,6500.0
13490,"Nicole Paultre Bell When It's Real, It's Forever Fund, Inc., The","191 Beach 27th Street Far Rockaway, NY 11691",2013,DYCD,3500.0
13491,"Nicole Paultre Bell When It's Real, It's Forever Fund, Inc., The","191 Beach 27th Street Far Rockaway, NY 11691",2013,DYCD,6000.0
13492,Nicole Paultre Bell When Its Real Its Forever Fund Inc.,"191 Beach 27th Street Far Rockaway, NY 11691",2013,DYCD,3500.0
13493,New York Anti-Crime Agency A.K.A.Community Anti-Crime Graffiti Program,"24-40 Steinway Street Astoria, NY 11103",2011,DYCD,13000.0
13494,New York Anti-Crime Agency A.K.A.Community Anti-Crime Graffiti Program,"24-40 Steinway Street Astoria, NY 11103",2011,DSBS,15000.0
13495,New York Anti-Crime Agency A.K.A.Community Anti-Crime Graffiti Program,"24 40 Steinway Street Astoria, NY 11103",2012,DYCD,13000.0
13496,New York Anti-Crime Agency A.K.A.Community Anti-Crime Graffiti Program,"24 40 Steinway Street Astoria, NY 11103",2013,DYCD,13000.0
13497,Help Without Borders Inc,"9 Flamingo Road North East Hills, NY 11576",2012,DYCD,4000.0
13498,"SINY, Inc.","1110 South Avenue, Suite 57 Staten Island, NY 10314",2011,DYCD,5000.0
13499,"SINY, Inc.","1110 South Avenue, Suite 57 Staten Island, NY 10314",2011,DYCD,5000.0
13500,"SINY, Inc.","260 Christopher Lane Staten Island, NY 10314",2012,DYCD,0.0
13501,NYCHA 589 Amsterdam Avenue Tenant Association,,2013,NYCHA,2000.0
13502,Queens Community Civic Corporation,"68-01A 136th Street Flushing, NY 11367",2011,DYCD,7500.0
13503,Queens Community Civic Corporation,"68-01A 136 Street Flushing, NY 11367-1625",2012,DYCD,8500.0
13504,Queens Community Civic Corporation,"68-01 A 136 Street Flushing, NY 11367-1625",2013,DYCD,8500.0
13505,Queens Community Civic Corporation,"68-01 A 136 Street Flushing, NY 11367-1623",2013,HPD,2500.0
13506,"American Ballroom Theater Company, Inc.","25 West 31st Street, 4th Floor New York, NY 10001",2010,DCA,20000.0
13507,American Ballroom Theater Company Inc.,"25 West 31st Street New York, NY 10001",2013,DCLA,8800.0
13508,American Ballroom Theater Company Inc.,"25 West 31st Street New York, NY 10001",2013,DOE,3500.0
13509,Alpha Kappa Alpha Sorority Epsilon Pi Omega Chapter DCC Inc,"144-06 Rockaway Boulevard South Ozone Park, NY 11436",2012,DYCD,7000.0
13510,"Alpha Kappa Alpha Sorority Epsilon Pi Omega Chapter DCC, Inc.","144-06 Rockaway Boulevard South Ozone Park, NY 11436",2012,DYCD,7000.0
13511,Alpha Kappa Alpha Sorority Epsilon Pi Omega Chapter DCC Inc.,"144-06 Rockaway Boulevard South Ozone Park, NY 11434",2013,DYCD,6000.0
13512,"City Year New York, Inc.","20 West 22nd Street 3rd Floor New York, NY 10010",2013,DYCD,10000.0
13513,"City Year New York, Inc.","20 West 22nd Street, 3rd Floor New York, NY 10010",2011,DYCD,3500.0
13514,"City Year New York, Inc.","20 West 22nd Street, 3rd Floor New York, NY 10010",2011,DYCD,3500.0
13515,"City Year New York, Inc.","20 West 22nd Street, 3rd Floor New York, NY 10010",2011,DYCD,3500.0
13516,"City Year New York, Inc.","20 West 22nd Street, 3rd Floor New York, NY 10012",2011,DYCD,200000.0
13517,"City Year New York, Inc.","20 West 22nd Street 3rd Floor New York, NY 10010-2239",2012,DYCD,150000.0
13518,"City Year New York, Inc.","20 West 22nd Street 3rd Floor New York, NY 10010-2239",2012,DYCD,10000.0
13519,"City Year New York, Inc.","20 West 22nd Street 3rd Floor New York, NY 10010-2239",2012,DYCD,8000.0
13520,"City Year New York, Inc.","20 West 22nd Street 3rd Floor New York, NY 10010",2013,DYCD,150000.0
13521,"City Year New York, Inc.","20 West 22nd Street 3rd Floor New York, NY 10010",2013,DYCD,10000.0
13522,Saints Joachim & Anne Nursing and Rehabilitation Center,"2720 Surf Avenue Brooklyn, NY 11224",2012,DFTA,5000.0
13523,Montessori Progressive Learning Center ,,2011,DYCD,3500.0
13524,Montessori Progressive Learning Center ,"19505 Linden Blvd St Albans, NY 11412",2012,DYCD,10000.0
13525,Montessori Progressive Learning Center ,"195-03 Linden Blvd Saint Albans, NY 11412",2013,DYCD,10000.0
13526,"Father's Heart Ministries, Inc., The","543-545 East 11th Street New York, NY 10009",2011,DYCD,4000.0
13527,"Father's Heart Ministries, Inc., The","543-545 East 11th Street New York, NY 10009",2011,DFTA,5250.0
13528,"Father's Heart Ministries, Inc., The","543-545 East 11th Street New York, NY 10009",2012,DFTA,4250.0
13529,"Father's Heart Ministries, Inc., The","543-545 East 11th Street New York, NY 10009",2012,DYCD,4500.0
13530,"Father's Heart Ministries, Inc., The","543-545 East 11th Street New York, NY 10009",2013,DFTA,5000.0
13531,"Father's Heart Ministries, Inc., The","543-545 East 11th Street New York, NY 10009",2013,DYCD,5500.0
13532,Iglesia Evangelica Libre Remanente,"535 East 180th Street, 2nd Floor Bronx, NY 10457",2012,DOHMH,6400.0
13533,"Garifuna Coalition USA, Inc.","391 E 149 ST RM 215 Bronx, NY 10455",2013,DYCD,5000.0
13534,"Adopt-A-Friend, Inc.","1270 Pugsley Avenue Bronx, NY 10462",2011,DYCD,5000.0
13535,"Tomchei Shabbos of Staten Island, Inc.","22 Niles Place Staten Island, NY 10314",2010,DYCD,5000.0
13536,"Tomchei Shabbos of Staten Island, Inc.","22 Niles Place Staten Island, NY 10314",2011,DYCD,5000.0
13537,"Tomchei Shabbos of Staten Island, Inc.","22 Niles Place Staten Island, NY 10314",2012,DYCD,5000.0
13538,"New York Walkers Club, Inc.","1020 Grand Concurse, #15X Bronx, NY 10451",2011,DFTA,4500.0
13539,"New York Walkers Club, Inc.","1020 Grand Concousre Suite 15x Bronx, NY 10451",2012,DFTA,4500.0
13540,"New York Walkers Club, Inc.","1020 Grand Concourse suite 15X Bronx, NY 10451",2013,DFTA,4500.0
13541,Utica Avenue Eastern Parkway Local Development Corporation,"317 Utica Avenue Brooklyn, NY 11213",2011,DSBS,20000.0
13542,"New York Hispanic Cosmetology and Beauty Chamber of Commerce, Inc.","2038 Davidson Avenue Bronx, NY 10453",2011,DYCD,9500.0
13543,Pelham Parkway South Neighborhood Association,"2141 Holland Avenue New York, NY 10462",2011,DYCD,3500.0
13544,Rubin Museum of Art,"150 West 17th Street New York, NY 10011",2011,DCA,9000.0
13545,Rubin Museum of Art,"150 West 57 Street New York, NY 10011",2012,DCA,9000.0
13546,Rubin Museum of Art,"150 West 17th Street New York, NY 10001",2013,DCLA,9000.0
13547,First Faith Baptist Church,"114-02 208th Street Cambria Heights, NY 11411",2013,DYCD,5000.0
13548,First Faith Baptist Church,"114-02 208th Street Cambria Heights, NY 11411",2013,DYCD,15000.0
13549,First Faith Baptist Church,"114-02 208th Street Cambria Heights, NY 11411",2013,DYCD,5000.0
13550,Berry Street South 9th Tenant Association,"56 South 10 Street 2A Brooklyn, NY 11211",2012,NYCHA,2000.0
13551,Berry Street South 9th Tenant Association,"56 South 10 Street 2A Brooklyn, NY 11249",2013,NYCHA,2000.0
13552,Primera Iglesia Menonita de Brooklyn,"23 Marcus Garvey Blvd. Brooklyn, NY 11206",2012,DOHMH,6400.0
13553,The Food Trust,"One Penn Center, Suite 900 Philadelphia, PA 19103",2013,DSBS,50000.0
13554,Greater New York City Ice Hockey League,"17 Kansas Place Brooklyn, NY 11234",2012,DYCD,65000.0
13555,Greater New York City Ice Hockey League,"17 Kansas Place Brooklyn, NY 11234",2011,DYCD,60000.0
13556,Greater New York City Ice Hockey League,"17 Kansas Place Brooklyn, NY 11234",2013,DYCD,65000.0
13557,"Greater Flushing Community Council, Inc.","37-22 Union Street Flushing, NY 11354",2011,DYCD,4500.0
13558,"Greater Flushing Community Council, Inc.","37-22 UNION STREET FLUSHING, NY 11354",2012,DYCD,5500.0
13559,"Greater Flushing Community Council, Inc.","37-22 Union Street Flushing, NY 11354",2013,DYCD,5500.0
13560,Davidson Community Center Inc.,"2038 Davidson Avenue Bronx, NY 10453-4652",2013,DYCD,25000.0
13561,"Hope Community, Inc.","174 East 104th Street New York, NY 10029",2011,DSBS,25000.0
13562,Queens Historical Society,"143-35 37th Avenue Flushing, NY 11354",2011,DCA,4000.0
13563,Queens Historical Society,"143-35 37th Avenue Flushing, NY 11354",2012,DYCD,3500.0
13564,Queens Historical Society,"143-35 37th Avenue Flushing, NY 11354-5729",2013,DCLA,3500.0
13565,Queens Historical Society,"143-35 37th Avenue Flushing, NY 11354-5729",2013,DCLA,4000.0
13566,Greater Jamaica Development Corporation,"90-04 161st Street Jamaica, NY 11432",2011,DYCD,12000.0
13567,Greater Jamaica Development Corporation,"90-04 161 Street Jamaica, NY 11432 ",2012,DYCD,7500.0
13568,Greater Jamaica Development Corporation,"90-04 161st Street Jamaica, NY 11432",2013,DPR,7500.0
13569,"Mid-Island Little League, Inc.","3665 Victory Boulevard Staten Island, NY 10314",2011,DYCD,5000.0
13570,"Mid-Island Little League, Inc.","3665 Victory BoulevardåÊ Staten Island, NY 10314",2011,DYCD,5000.0
13571,"Mid-Island Little League, Inc.","3665 Victory Boulevard Staten Island, NY 10314",2012,DYCD,5000.0
13572,"Mid-Island Little League, Inc.","3665 Victory Blvd. Staten Island, NY 10314",2012,DYCD,3500.0
13573,"Mid-Island Little League, Inc.","3665 Victory Blvd Staten Island, NY 10314",2013,DYCD,3500.0
13574,"Mid-Island Little League, Inc.","3665 Victory Blvd Staten island, NY 10314",2013,DYCD,5000.0
13575,"Center for Migration Studies of New York, Inc., The","209 Flagg Place Staten Island, NY 10304",2011,DYCD,1000.0
13576,"Center for Migration Studies of New York, Inc., The","209 FLagg Place Staten Island, NY 10304",2012,DYCD,0.0
13577,Baruch College/Research Foundation,"1 Bernard Baruch Way New York, NY 10010",2009,CUNY,90000.0
13578,Baruch College/Research Foundation,"1 Bernard Baruch Way New York, NY 10010",2011,CUNY,80000.0
13579,City University of New York- Baruch College- Men's & Women's Swim Team,"55 Lexington Avenue New York, NY 10010",2011,CUNY,3000.0
13580,Baruch College/Research Foundation,,2012,CUNY,12500.0
13581,Baruch College/Research Foundation,,2012,CUNY,80000.0
13582,Baruch College/Research Foundation,,2013,CUNY,80000.0
13583,New Utrecht Reformed Church,"1831 84th Street Brooklyn, NY 11214",2013,DYCD,1500.0
13584,New Utrecht Reformed Church,"1831 84th Street Brooklyn, NY 11214",2013,DYCD,2000.0
13585,"West Side Inter-Agency Council for the Aging, Inc.","PO Box 319, Cathedral Station New York, NY 10025",2011,DFTA,3500.0
13586,"West Side Inter-Agency Council for the Aging, Inc.","Post Office Box 318 New York, NY 10025",2012,DFTA,3500.0
13587,"West Side Inter-Agency Council for the Aging, Inc.","Post Office Box 318 New York, NY 10025",2013,DFTA,3500.0
13588,"Special Olympics New York, Inc.","211 East 43rd Street, Suite 802 New York, NY 10019",2011,DYCD,3000.0
13589,"Special Olympics New York, Inc.","930 Willowbrook Road, Building 12G Staten Island, NY 10314",2011,DYCD,3500.0
13590,Prospect Lefferts Gardens Neighborhood Association Inc.,"PO Box 250-642 Brooklyn, NY 11225",2013,DYCD,5000.0
13591,"College Point Sports Association, Inc.","23-11 128 Street College Pt, NY 11356",2011,DYCD,11000.0
13592,"College Point Sports Association, Inc.","23-11 128th street College Point, NY 11356",2013,DYCD,5000.0
13593,"Hindu Temple Society of NA, The","45-57 BOWNE STREET FLUSHING, NY 11355-2202",2012,DFTA,11000.0
13594,"Hindu Temple Society of North America, The","45-57 Bowne Street Flushing, NY 11355",2013,DFTA,8000.0
13595,Jewish Home and Hospital,"100 West Kingsbridge Bronx, NY 10468",2011,DFTA,15000.0
13596,Jewish Home and Hospital,"100 west Kingsbridge Road Bronx, NY 10468",2012,DFTA,1250.0
13597,Jewish Home and Hospital,"100 west Kingsbridge Road Bronx, NY 10468",2012,DFTA,13750.0
13598,"Brooklyn Arts Council, Inc.","55 Washington Street Brooklyn, NY 11201",2010,DCA,20000.0
13599,"Brooklyn Arts Council, Inc.","55 Washington Street Brooklyn, NY 11201",2010,DCA,20000.0
13600,"Brooklyn Arts Council, Inc.","55 Washington Street Brooklyn, NY 11201",2010,DCA,20000.0
13601,"Brooklyn Arts Council, Inc.","55 Washington Street Brooklyn, NY 11201",2010,DCA,20000.0
13602,"Brooklyn Arts Council, Inc.","55 Washington Street Brooklyn, NY 11201",2010,DCA,20000.0
13603,"Brooklyn Arts Council, Inc.","55 Washington Street Brooklyn, NY 11201",2010,DCA,20000.0
13604,"Brooklyn Arts Council, Inc.","55 Washington Street Brooklyn, NY 11201",2010,DCA,20000.0
13605,"Brooklyn Arts Council, Inc.","55 Washington Street Brooklyn, NY 11201",2010,DCA,20000.0
13606,"Brooklyn Arts Council, Inc.","55 Washington Street Brooklyn, NY 11201",2010,DCA,20000.0
13607,"Brooklyn Arts Council, Inc.","55 Washington Street Brooklyn, NY 11201",2010,DCA,20000.0
13608,"Brooklyn Arts Council, Inc.","55 Washington Street Brooklyn, NY 11201",2010,DCA,20000.0
13609,"Brooklyn Arts Council, Inc.","55 Washington Street Brooklyn, NY 11201",2010,DCA,20000.0
13610,"Brooklyn Arts Council, Inc.","55 Washington Street Brooklyn, NY 11201",2010,DCA,20000.0
13611,"Brooklyn Arts Council, Inc.","55 Washington Street Brooklyn, NY 11201",2010,DCA,20000.0
13612,"Brooklyn Arts Council, Inc.","55 Washington Street Brooklyn, NY 11201",2010,DCA,20000.0
13613,"Brooklyn Arts Council, Inc.","55 Washington Street Brooklyn, NY 11201",2010,DCA,20000.0
13614,"Brooklyn Arts Council, Inc.","55 Washington Street Brooklyn, NY 11201",2010,DCA,20000.0
13615,"Brooklyn Arts Council, Inc.","55 Washington Street Brooklyn, NY 11201",2010,DCA,20000.0
13616,"Brooklyn Arts Council, Inc.","55 Washington Street Brooklyn, NY 11201",2010,DCA,20000.0
13617,"Brooklyn Arts Council, Inc.","55 Washington Street Brooklyn, NY 11201",2010,DCA,20000.0
13618,"Brooklyn Arts Council, Inc.","55 Washington Street Brooklyn, NY 11201",2010,DCA,20000.0
13619,"Brooklyn Arts Council, Inc.","55 Washington Street Brooklyn, NY 11201",2010,DCA,20000.0
13620,"Brooklyn Arts Council, Inc.","55 Washington Street Brooklyn, NY 11201",2010,DCA,20000.0
13621,"Brooklyn Arts Council, Inc.","55 Washington Street Brooklyn, NY 11201",2010,DCA,20000.0
13622,"Brooklyn Arts Council, Inc.","55 Washington Street Brooklyn, NY 11201",2010,DCA,20000.0
13623,"Brooklyn Arts Council, Inc.","55 Washington Street Brooklyn, NY 11201",2010,DCA,20000.0
13624,"Brooklyn Arts Council, Inc.","55 Washington Street Brooklyn, NY 11201",2010,DCA,20000.0
13625,"Brooklyn Arts Council, Inc.","55 Washington Street Brooklyn, NY 11201",2010,DCA,20000.0
13626,"Brooklyn Arts Council, Inc.","55 Washington Street, Suite 218 Brooklyn, NY 11201",2011,DFTA,3000.0
13627,"Brooklyn Arts Council, Inc.","55 Washington Street, Suite 218 Brooklyn, NY 11201",2011,DCA,3000.0
13628,"Brooklyn Arts Council, Inc.","55 Washington Street, Suite 218 New York, NY 11201",2011,DYCD,5000.0
13629,"Brooklyn Arts Council, Inc.","55 Washington Street, Suite 218 Brooklyn, NY 11201",2011,DCA,5000.0
13630,"Brooklyn Arts Council, Inc.","55 Washington Street, Suite 218 Brooklyn, NY 11201",2011,DCA,6000.0
13631,"Brooklyn Arts Council, Inc.","55 Washington Street, Suite 218 Brooklyn, NY 11201",2011,DCA,7000.0
13632,"Brooklyn Arts Council, Inc.","55 Washington Street, Suite 218 Brooklyn, NY 11201",2011,DYCD,9000.0
13633,"Brooklyn Arts Council, Inc.","55 Washington Street, Suite 218 Brooklyn, NY 11201",2011,DYCD,10000.0
13634,"Brooklyn Arts Council, Inc.","55 Washington Street, Suite 218 Brooklyn, NY 11201",2011,DFTA,10000.0
13635,"Brooklyn Arts Council, Inc.","55 Washington Street, Suite 218 Brooklyn, NY 11201",2011,DYCD,10000.0
13636,"Brooklyn Arts Council, Inc.","55 Washington Street, Suite 218 Brooklyn, NY 11201",2011,DCA,10000.0
13637,"Brooklyn Arts Council, Inc.","55 Washington Street, Suite 218 Brooklyn, NY 11202",2011,DFTA,15000.0
13638,"Brooklyn Arts Council, Inc.","55 Washington Street, Suite 218 Brooklyn, NY 11201",2011,DFTA,75000.0
13639,"Brooklyn Arts Council, Inc.","55 Washington Street, Suite 218 Brooklyn, NY 11201",2011,DCA,20000.0
13640,"Brooklyn Arts Council, Inc.","55 Washington Street, Suite 218 Brooklyn, NY 11201",2011,DCA,20000.0
13641,"Brooklyn Arts Council, Inc.","55 Washington Street, Suite 218 Brooklyn, NY 11202",2011,DCA,20000.0
13642,"Brooklyn Arts Council, Inc.","55 Washington Street, Suite 218 Brooklyn, NY 11201",2011,DCA,20000.0
13643,"Brooklyn Arts Council, Inc.","55 Washington Street, Suite 218 Brooklyn, NY 11201",2011,DCA,20000.0
13644,"Brooklyn Arts Council, Inc.","55 Washington Street, Suite 218 Brooklyn, NY 11201",2011,DCA,20000.0
13645,"Brooklyn Arts Council, Inc.","55 Washington Street, Suite 218 Brooklyn, NY 11201",2011,DCA,20000.0
13646,"Brooklyn Arts Council, Inc.","55 Washington Street, Suite 218 Brooklyn, NY 11201",2011,DCA,20000.0
13647,"Brooklyn Arts Council, Inc.","55 Washington Street, Suite 218 Brooklyn, NY 11201",2011,DCA,20000.0
13648,"Brooklyn Arts Council, Inc.","55 Washington Street, Suite 218 Brooklyn, NY 11201",2011,DCA,20000.0
13649,"Brooklyn Arts Council, Inc.","55 Washington Street, Suite 218 Brooklyn, NY 11201",2011,DCA,20000.0
13650,"Brooklyn Arts Council, Inc.","55 Washington Street, Suite 218 Brooklyn, NY 11219",2011,DCA,20000.0
13651,"Brooklyn Arts Council, Inc.","55 Washington Street, Suite 218 Brooklyn, NY 11201",2011,DCA,20000.0
13652,"Brooklyn Arts Council, Inc.","55 Washington Street, Suite 218 Brooklyn, NY 11201",2011,DCA,20000.0
13653,"Brooklyn Arts Council, Inc.","55 Washington Street, Suite 218 Brooklyn, NY 11201",2011,DCA,20000.0
